Record Length,14000
Sample Interval,CH1:0.0000000020000 CH2:0.0000000020000
Vertical Units,CH1:V CH2:V,,,
Vertical Scale,CH1:2.00 CH2:10.00,,,
Vertical Offset,CH1:0.00 CH2:0.00,,,
Horizontal Units,us,,,
Horizontal Scale,2.0000000000,,,
Model Number,SDS1202X-E,,,
Serial Number,SDS1EBAX1R1121,,,
Software Version,5.1.3.8R2,,,
Source,CH1,CH2
Second,Volt,Volt
 0.00000083400,4.72000,4.00000
 0.00000083600,4.72000,3.60000
 0.00000083800,4.72000,4.00000
 0.00000084000,4.80000,3.60000
 0.00000084200,4.72000,4.00000
 0.00000084400,4.80000,3.60000
 0.00000084600,4.80000,3.60000
 0.00000084800,4.72000,3.60000
 0.00000085000,4.72000,3.60000
 0.00000085200,4.80000,4.00000
 0.00000085400,4.80000,3.60000
 0.00000085600,4.80000,4.00000
 0.00000085800,4.64000,3.60000
 0.00000086000,4.80000,4.00000
 0.00000086200,4.72000,4.00000
 0.00000086400,4.80000,3.60000
 0.00000086600,4.80000,4.00000
 0.00000086800,4.72000,4.00000
 0.00000087000,4.64000,4.00000
 0.00000087200,4.72000,3.60000
 0.00000087400,4.64000,3.60000
 0.00000087600,4.64000,3.60000
 0.00000087800,4.72000,4.00000
 0.00000088000,4.64000,3.60000
 0.00000088200,4.72000,3.60000
 0.00000088400,4.72000,4.00000
 0.00000088600,4.64000,3.60000
 0.00000088800,4.72000,3.60000
 0.00000089000,4.64000,3.60000
 0.00000089200,4.72000,3.60000
 0.00000089400,4.72000,4.00000
 0.00000089600,4.72000,3.60000
 0.00000089800,4.64000,3.60000
 0.00000090000,4.72000,4.00000
 0.00000090200,4.64000,3.60000
 0.00000090400,4.64000,3.60000
 0.00000090600,4.72000,3.60000
 0.00000090800,4.72000,3.60000
 0.00000091000,4.80000,4.00000
 0.00000091200,4.72000,3.60000
 0.00000091400,4.72000,3.60000
 0.00000091600,4.80000,4.00000
 0.00000091800,4.80000,3.60000
 0.00000092000,4.72000,4.00000
 0.00000092200,4.72000,3.60000
 0.00000092400,4.64000,4.00000
 0.00000092600,4.72000,4.00000
 0.00000092800,4.64000,4.00000
 0.00000093000,4.64000,4.00000
 0.00000093200,4.64000,4.00000
 0.00000093400,4.72000,4.00000
 0.00000093600,4.72000,3.60000
 0.00000093800,4.64000,4.00000
 0.00000094000,4.64000,4.00000
 0.00000094200,4.72000,4.00000
 0.00000094400,4.72000,4.00000
 0.00000094600,4.64000,3.60000
 0.00000094800,4.64000,3.60000
 0.00000095000,4.72000,4.00000
 0.00000095200,4.72000,3.60000
 0.00000095400,4.72000,4.00000
 0.00000095600,4.72000,4.00000
 0.00000095800,4.72000,3.60000
 0.00000096000,4.72000,4.00000
 0.00000096200,4.72000,3.60000
 0.00000096400,4.80000,3.60000
 0.00000096600,4.72000,4.00000
 0.00000096800,4.64000,3.60000
 0.00000097000,4.72000,4.00000
 0.00000097200,4.80000,4.00000
 0.00000097400,4.80000,3.60000
 0.00000097600,4.80000,3.60000
 0.00000097800,4.64000,3.60000
 0.00000098000,4.72000,4.00000
 0.00000098200,4.72000,4.00000
 0.00000098400,4.80000,3.60000
 0.00000098600,4.72000,3.60000
 0.00000098800,4.64000,4.00000
 0.00000099000,4.72000,4.00000
 0.00000099200,4.72000,4.00000
 0.00000099400,4.72000,3.60000
 0.00000099600,4.72000,3.60000
 0.00000099800,4.72000,4.00000
 0.00000100000,4.64000,3.60000
 0.00000100200,4.56000,4.00000
 0.00000100400,4.72000,4.00000
 0.00000100600,4.72000,3.60000
 0.00000100800,4.72000,3.60000
 0.00000101000,4.72000,3.60000
 0.00000101200,4.72000,4.00000
 0.00000101400,4.72000,4.00000
 0.00000101600,4.72000,3.60000
 0.00000101800,4.64000,3.60000
 0.00000102000,4.64000,4.00000
 0.00000102200,4.72000,4.00000
 0.00000102400,4.72000,3.60000
 0.00000102600,4.72000,3.60000
 0.00000102800,4.72000,4.00000
 0.00000103000,4.72000,4.00000
 0.00000103200,4.80000,4.00000
 0.00000103400,4.72000,3.60000
 0.00000103600,4.64000,3.60000
 0.00000103800,4.80000,4.00000
 0.00000104000,4.64000,4.00000
 0.00000104200,4.64000,4.00000
 0.00000104400,4.80000,4.00000
 0.00000104600,4.64000,3.60000
 0.00000104800,4.72000,3.60000
 0.00000105000,4.72000,4.00000
 0.00000105200,4.64000,3.60000
 0.00000105400,4.72000,4.00000
 0.00000105600,4.72000,3.60000
 0.00000105800,4.72000,3.60000
 0.00000106000,4.64000,4.00000
 0.00000106200,4.64000,3.60000
 0.00000106400,4.64000,4.00000
 0.00000106600,4.72000,3.60000
 0.00000106800,4.72000,3.60000
 0.00000107000,4.72000,4.00000
 0.00000107200,4.64000,4.00000
 0.00000107400,4.64000,4.00000
 0.00000107600,4.72000,4.00000
 0.00000107800,4.80000,3.60000
 0.00000108000,4.64000,4.00000
 0.00000108200,4.64000,4.00000
 0.00000108400,4.72000,4.00000
 0.00000108600,4.72000,4.00000
 0.00000108800,4.80000,3.60000
 0.00000109000,4.80000,4.00000
 0.00000109200,4.72000,3.60000
 0.00000109400,4.80000,4.00000
 0.00000109600,4.64000,4.00000
 0.00000109800,4.80000,3.60000
 0.00000110000,4.64000,4.00000
 0.00000110200,4.72000,3.60000
 0.00000110400,4.72000,4.00000
 0.00000110600,4.64000,4.00000
 0.00000110800,4.64000,4.00000
 0.00000111000,4.64000,4.00000
 0.00000111200,4.72000,3.60000
 0.00000111400,4.56000,4.00000
 0.00000111600,4.72000,3.60000
 0.00000111800,4.64000,4.00000
 0.00000112000,4.72000,3.60000
 0.00000112200,4.72000,3.60000
 0.00000112400,4.64000,3.60000
 0.00000112600,4.72000,3.60000
 0.00000112800,4.72000,4.00000
 0.00000113000,4.64000,3.60000
 0.00000113200,4.72000,4.00000
 0.00000113400,4.64000,3.60000
 0.00000113600,4.64000,3.60000
 0.00000113800,4.80000,4.00000
 0.00000114000,4.72000,3.60000
 0.00000114200,4.72000,4.00000
 0.00000114400,4.72000,4.00000
 0.00000114600,4.72000,3.60000
 0.00000114800,4.72000,4.00000
 0.00000115000,4.64000,3.60000
 0.00000115200,4.72000,4.00000
 0.00000115400,4.72000,4.00000
 0.00000115600,4.72000,3.60000
 0.00000115800,4.80000,4.00000
 0.00000116000,4.72000,3.60000
 0.00000116200,4.72000,4.00000
 0.00000116400,4.72000,4.00000
 0.00000116600,4.80000,3.60000
 0.00000116800,4.64000,4.00000
 0.00000117000,4.72000,3.60000
 0.00000117200,4.72000,4.00000
 0.00000117400,4.72000,4.00000
 0.00000117600,4.72000,3.60000
 0.00000117800,4.72000,4.00000
 0.00000118000,4.64000,4.00000
 0.00000118200,4.72000,4.00000
 0.00000118400,4.64000,4.00000
 0.00000118600,4.72000,3.60000
 0.00000118800,4.56000,4.00000
 0.00000119000,4.64000,4.00000
 0.00000119200,4.72000,4.00000
 0.00000119400,4.72000,4.00000
 0.00000119600,4.64000,3.60000
 0.00000119800,4.72000,4.00000
 0.00000120000,4.80000,4.00000
 0.00000120200,4.64000,4.00000
 0.00000120400,4.64000,3.60000
 0.00000120600,4.72000,3.60000
 0.00000120800,4.72000,3.60000
 0.00000121000,4.72000,4.00000
 0.00000121200,4.64000,3.60000
 0.00000121400,4.64000,3.60000
 0.00000121600,4.72000,3.60000
 0.00000121800,4.64000,3.60000
 0.00000122000,4.72000,3.60000
 0.00000122200,4.64000,3.60000
 0.00000122400,4.72000,3.60000
 0.00000122600,4.72000,3.60000
 0.00000122800,4.64000,3.60000
 0.00000123000,4.80000,3.60000
 0.00000123200,4.72000,4.00000
 0.00000123400,4.56000,3.60000
 0.00000123600,4.64000,4.00000
 0.00000123800,4.64000,3.60000
 0.00000124000,4.64000,3.60000
 0.00000124200,4.64000,4.00000
